hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
7	L6_oraculo	pair	36%	67%	moderate_align	Alineación moderada	Der große Fürst erläßt Befehle, gründet Staaten, belehnt Familien. Gemeine Menschen soll man nicht benützen.	The great prince issues orders, founds states, enfeoffs families. You shouldn't use mean people.	The great prince issues commands, Founds states, vests families with fiefs. Inferior people should not be employed.	Primera línea alineada (Jaccard 67%). | Solapamiento léxico moderado MT↔Baynes (36%).
8	L6_oraculo	pair	18%	20%	weak_align	Alineación débil	Er findet zum Zusammenhalten kein Haupt. Unheil.	He cannot find a head to hold himself together. Mischief.	He finds no head for holding together. Misfortune.	Primera línea poco alineada (Jaccard 20%). | Solapamiento léxico bajo MT↔Baynes (18%).
9	L6_oraculo	pair	25%	0%	moderate_align	Alineación moderada	Es kommt zum Regen, es kommt zur Ruhe. Das ist der dauernden Wirkung des Charakters zu verdanken. Die Frau kommt durch Beharrlichkeit in Gef…	It rains, it calms down. This is thanks to the lasting impact of the character. The woman ends up in danger through persistence. The moon is…	The rain comes, there is rest. This is due to the lasting effect of character. Perseverance brings the woman into danger. The moon is nearly…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico moderado MT↔Baynes (25%).
10	L6_oraculo	pair	38%	60%	moderate_align	Alineación moderada	Blicke auf dein Auftreten und prüfe die günstigen Zeichen. Ist alles vollkommen, so kommt erhabenes Heil.	Look at your appearance and check the favorable signs. If everything is perfect, then comes sublime salvation.	Look to your conduct and weigh the favorable signs. When everything is fulfilled, supreme good fortune comes.	Primera línea alineada (Jaccard 60%). | Solapamiento léxico moderado MT↔Baynes (38%).
11	L6_oraculo	pair	32%	71%	moderate_align	Alineación moderada	Der Wall fällt wieder in den Graben. Jetzt brauche keine Heere. In der eigenen Stadt verkünde deine Befehle. Beharrlichkeit bringt Beschämun…	The wall falls back into the ditch. No need for armies now. In your own city proclaim your orders. Persistence brings shame.	The wall falls back into the moat. Use no army now. Make your commands known within your own town. Perseverance brings humiliation.	Primera línea alineada (Jaccard 71%). | Solapamiento léxico moderado MT↔Baynes (32%).
12	L6_oraculo	pair	25%	17%	moderate_align	Alineación moderada	Die Stockung hört auf. Erst Stockung, dann Heil.	The stasis stops. First stagnation, then salvation.	The standstill comes to an end. First standstill, then good fortune.	Primera línea poco alineada (Jaccard 17%). | Solapamiento léxico moderado MT↔Baynes (25%).
13	L6_oraculo	pair	20%	22%	weak_align	Alineación débil	Gemeinschaft mit Menschen auf dem Anger: keine Reue.	Community with people on the Anger: no regrets.	Fellowship with men in the meadow. No remorse.	Primera línea poco alineada (Jaccard 22%). | Solapamiento léxico moderado MT↔Baynes (20%).
14	L6_oraculo	pair	29%	40%	moderate_align	Alineación moderada	Vom Himmel her wird er gesegnet, Heil! Nichts, das nicht fördernd ist.	He will be blessed from heaven, hail! Nothing that isn't encouraging.	He is blessed by heaven. Good fortune. Nothing that does not further.	Primera línea alineada (Jaccard 40%). | Solapamiento léxico moderado MT↔Baynes (29%).
15	L6_oraculo	pair	11%	20%	divergent	Divergente	Sich äußernde Bescheidenheit. Fördernd ist es, Heere marschieren zu lassen,	Expressing modesty. It is beneficial to let armies march,	Modesty that comes to expression. It is favorable to set armies marching To chastise one's own city and one's country.	Primera línea poco alineada (Jaccard 20%). | Solapamiento léxico bajo MT↔Baynes (11%).
16	L6_oraculo	pair	27%	33%	moderate_align	Alineación moderada	Verblendete Begeisterung. Aber wenn man nach der Vollendung zur Änderung kommt, so ist das kein Makel.	Blinded enthusiasm. But if you change after completion comes, it's not a flaw.	Deluded enthusiasm. But if after completion one changes, There is no blame.	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (27%).
17	L6_oraculo	pair	44%	17%	moderate_align	Alineación moderada	Er findet feste Anhänglichkeit und wird noch dazu gebunden. Der König stellt ihn dem Westberg vor.	He finds firm attachment and is also bound. The king introduces him to the West Mountain.	He meets with firm allegiance And is still further bound. The king introduces him To the Western Mountain.	Primera línea poco alineada (Jaccard 17%). | Solapamiento léxico moderado MT↔Baynes (44%).
18	L6_oraculo	pair	55%	83%	strong_align	Alineación fuerte	Dient nicht Königen und Fürsten. Steckt sich höhere Ziele.	Do not serve kings and princes. Aim higher.	He does not serve kings and princes, Sets himself higher goals.	Primera línea alineada (Jaccard 83%). | Solapamiento léxico alto MT↔Baynes (55%).
19	L6_oraculo	pair	13%	20%	weak_align	Alineación débil	Großherzige Annäherung. Heil. Kein Makel.	Generous approach. Unhurt. No flaw.	Greathearted approach. Good fortune. No blame.	Primera línea poco alineada (Jaccard 20%). | Solapamiento léxico bajo MT↔Baynes (13%).
20	L6_oraculo	pair	46%	100%	strong_align	Alineación fuerte	Betrachtung seines Lebens. Der Edle ist ohne Makel.	Contemplation of his life. The noble one is without blemish.	Contemplation of his life. The superior man is without blame.	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (45%).
21	L6_oraculo	pair	50%	33%	strong_align	Alineación fuerte	Steckt mit dem Hals im hölzernen Kragen, daß die Ohren verschwinden. Unheil!	With his neck stuck in a wooden collar, that the ears disappear. Mischief!	His neck is fastened in the wooden cangue, So that his ears disappear. Misfortune.	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico alto MT↔Baynes (50%).
22	L6_oraculo	pair	50%	67%	strong_align	Alineación fuerte	Schlichte Anmut. Kein Makel.	Simple grace. No flaw.	Simple grace. No blame.	Primera línea alineada (Jaccard 67%). | Solapamiento léxico alto MT↔Baynes (50%).
23	L6_oraculo	pair	50%	100%	strong_align	Alineación fuerte	Eine große Frucht ist noch ungegessen da. Der Edle erhält einen Wagen. Dem Gemeinen zersplittert sein Haus.	A large fruit is still there uneaten. The noble receives a car. The common man's house is shattered.	There is a large fruit still uneaten. The superior man receives a carriage. The house of the inferior man is split apart.	Primera línea alineada (Jaccard 100%). | Solapamiento léxico alto MT↔Baynes (50%).
24	L6_oraculo	pair	19%	17%	weak_align	Alineación débil	Verfehlung der Wiederkehr. Unheil. Unglück von außen und innen. Wenn man so Heere marschieren läßt,	Failure to return. Mischief. Misfortune from without and within. If you let armies march like that,	Missing the return. Misfortune. Misfortune from within and without. If armies are set marching in this way, One will in the end suffer a gre…	Primera línea poco alineada (Jaccard 17%). | Solapamiento léxico bajo MT↔Baynes (19%).
25	L6_oraculo	pair	18%	13%	weak_align	Alineación débil	Unschuldiges Handeln bringt Unglück. Nichts ist fördernd.	Innocent actions bring bad luck. Nothing is encouraging.	Innocent action brings misfortune. Nothing furthers.	Primera línea poco alineada (Jaccard 13%). | Solapamiento léxico bajo MT↔Baynes (18%).
26	L6_oraculo	pair	50%	50%	strong_align	Alineación fuerte	Man erlangt den Himmelsweg. Gelingen.	One attains the path to heaven. Succeed.	One attains the way of heaven. Success.	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
27	L6_oraculo	pair	41%	50%	moderate_align	Alineación moderada	Die Quelle der Ernährung. Bewußtsein der Gefahr bringt Heil. Fördernd ist es, das große Wasser zu durchqueren.	The source of nutrition. Awareness of danger brings salvation. It is beneficial to cross the big water.	The source of nourishment. Awareness of danger brings good fortune. It furthers one to cross the great water.	Primera línea alineada (Jaccard 50%). | Solapamiento léxico moderado MT↔Baynes (41%).
28	L6_oraculo	pair	33%	30%	moderate_align	Alineación moderada	Man muß durchs Wasser. Es geht über den Scheitel. Unheil. Kein Makel.	You have to go through the water. It goes over the top. Mischief. No flaw.	One must go through the water. It goes over one's head. Misfortune. No blame.	Primera línea poco alineada (Jaccard 30%). | Solapamiento léxico moderado MT↔Baynes (33%).
29	L6_oraculo	pair	41%	80%	moderate_align	Alineación moderada	Mit Stricken und Tauen gebunden, eingeschlossen zwischen dornumhegten Kerkermauern; drei Jahre findet man sich nicht zurecht. Unheil!	Bound with ropes and ropes, enclosed between thorn-walled dungeon walls; You can't find your way around for three years. Mischief!	Bound with cords and ropes, Shut in between thorn-hedged prison walls: For three years one does not find the way. Misfortune.	Primera línea alineada (Jaccard 80%). | Solapamiento léxico moderado MT↔Baynes (41%).
30	L6_oraculo	pair	41%	50%	moderate_align	Alineación moderada	Der König gebraucht ihn, auszuziehen und zu züchtigen. Am besten ist es dann, die Häupter zu töten und die Nachläufer gefangenzunehmen. Kein…	The king uses him to go out and punish him. The best thing to do then is to kill the heads and capture the followers. No flaw.	The king uses him to march forth and chastise. Then it is best to kill the leaders And take captive the followers. No blame.	Primera línea alineada (Jaccard 50%). | Solapamiento léxico moderado MT↔Baynes (41%).
31	L6_oraculo	pair	46%	46%	strong_align	Alineación fuerte	Die Einwirkung äußert sich in Kinnladen, Wangen und Zunge.	The impact manifests itself in the jaw, cheeks and tongue.	The influence shows itself in the jaws, cheeks, and tongue.	Primera línea alineada (Jaccard 45%). | Solapamiento léxico alto MT↔Baynes (45%).
32	L6_oraculo	pair	43%	43%	moderate_align	Alineación moderada	Rastlosigkeit als dauernder Zustand bringt Unheil.	Restlessness as a permanent condition brings disaster.	Restlessness as an enduring condition brings misfortune.	Primera línea alineada (Jaccard 43%). | Solapamiento léxico moderado MT↔Baynes (43%).
33	L6_oraculo	pair	50%	50%	strong_align	Alineación fuerte	Heiterer Rückzug. Alles ist fördernd.	Cheerful retreat. Everything is supportive.	Cheerful retreat. Everything serves to further.	Primera línea alineada (Jaccard 50%). | Solapamiento léxico alto MT↔Baynes (50%).
34	L6_oraculo	pair	21%	14%	weak_align	Alineación débil	Ein Bock stößt gegen eine Hecke. Er kann nicht zurück, er kann nicht voran. Nichts ist fördernd. Merkt man die Schwierigkeit, so bringt das …	A buck crashes into a hedge. He can't go back, he can't move forward. Nothing is encouraging. If you notice the difficulty, it brings salvat…	A goat butts against a hedge. It cannot go backward, it cannot go forward. Nothing serves to further. If one notes the difficulty, this brin…	Primera línea poco alineada (Jaccard 14%). | Solapamiento léxico moderado MT↔Baynes (21%).
35	L6_oraculo	pair	22%	30%	weak_align	Alineación débil	Fortschreiten mit den Hörnern darf man nur, um sein eignes Gebiet zu strafen. Bewußtsein der Gefahr bringt Heil. Kein Makel. Beharrlichkeit …	You can only advance with the horns, to punish his own territory. Awareness of danger brings salvation. No flaw. Persistence brings shame.	Making progress with the horns is permissible Only for the purpose of punishing one's own city. To be conscious of danger brings good fortun…	Primera línea poco alineada (Jaccard 30%). | Solapamiento léxico moderado MT↔Baynes (22%).
36	L6_oraculo	pair	59%	60%	strong_align	Alineación fuerte	Nicht Licht, sondern Dunkel. Erst stieg er zum Himmel empor, dann stürzte er in die Tiefen der Erde hinunter.	Not light, but dark. First he ascended to heaven, then he fell down into the depths of the earth.	Not light but darkness. First he climbed up to heaven, Then he plunged into the depths of the earth.	Primera línea alineada (Jaccard 60%). | Solapamiento léxico alto MT↔Baynes (59%).
37	L6_oraculo	pair	23%	33%	weak_align	Alineación débil	Seine Arbeit ist ehrfurchtgebietend. Schließlich kommt Heil.	His work is awe-inspiring. Finally salvation comes.	His work commands respect. In the end good fortune comes.	Primera línea poco alineada (Jaccard 33%). | Solapamiento léxico moderado MT↔Baynes (23%).
38	L6_oraculo	pair	44%	14%	moderate_align	Alineación moderada	Durch Gegensatz vereinsamt, sieht man seinen Gefährten wie ein schmutzbeladenes Schwein, wie einen Wagen voll Teufel. Erst spannt man den Bo…	Isolated by contrast, one sees one's companion like a pig laden with dirt, like a wagon full of devils. First you draw the bow to him, then …	Isolated through opposition, One sees one's companion as a pig covered with dirt, As a wagon full of devils. First one draws a bow against h…	Primera línea poco alineada (Jaccard 14%). | Solapamiento léxico moderado MT↔Baynes (44%).
39	L6_oraculo	pair	41%	29%	moderate_align	Alineación moderada	Gehen führt in Hemmnisse, Kommen führt zu großem Heil. Fördernd ist es, den großen Mann zu sehen.	Going leads to obstacles, coming leads to big things Hail. It is encouraging to see the great man.	Going leads to obstructions, Coming leads to great good fortune. It furthers one to see the great man.	Primera línea poco alineada (Jaccard 29%). | Solapamiento léxico moderado MT↔Baynes (41%).
